"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"12546",126806.799999969,"GPS",29,23728112.1265189,40.96,124692070.029056,0.06,4078.339,8.192,27,1
"12547",126806.999999969,"GPS",12,19828897.6485828,0.32,104201562.854106,0.004,140.2734,0.128,51,0
"12548",126806.999999969,"Glonass",20,19718227.6972818,5.12,105442291.806423,0.024,2087.16,2.048,42,0
"12549",126806.999999969,"Glonass",2,22655210.3858929,10.24,120892542.822888,0.028,1128.05,4.096,27,1
"12550",126806.999999969,"GPS",19,22724864.1471535,20.48,119419966.645584,0.06,-2868.391,8.192,39,0
"12551",126806.999999969,"GPS",32,22215499.9868783,2.56,116743274.044817,0.008,520.5107,0.512,40,0
"12552",126806.999999969,"Glonass",1,22755454.6585171,10.24,121640966.923622,0.06,-2458.887,4.096,36,0
"12553",126806.999999969,"Glonass",10,19091736.2431825,0.64,101769730.999899,0.004,-1.971924,0.256,44,0
"12554",126806.999999969,"Glonass",21,22536392.3864599,10.24,120596830.529702,0.028,4772.567,4.096,34,1
"12555",126806.999999969,"GPS",3,25484235.5588731,81.92,133920561.158025,0.06,1364,32.768,20,1
"12556",126806.999999969,"Glonass",19,20860506.842945,2.56,111589684.922176,0.012,-2362.989,1.024,46,0
"12557",126806.999999969,"GPS",14,22600018.9288395,2.56,118763794.657155,0.016,1493.354,1.024,36,1
"12558",126806.999999969,"Glonass",11,20925135.2207502,10.24,111817577.364644,0.06,3338.231,4.096,34,0
"12559",126806.999999969,"GPS",6,22811301.715426,2.56,119874198.802646,0.016,1013.569,1.024,44,0
"12560",126806.999999969,"Glonass",9,21734999.1367651,10.24,115900556.700678,0.06,-3001.807,4.096,40,0
"12561",126806.999999969,"GPS",24,21336180.0162072,5.12,112122382.099395,0.024,-2281.145,2.048,44,0
"12562",126806.999999969,"GPS",2,23388764.648059,2.56,122908796.438471,0.012,2806.65,1.024,49,0
"12563",126806.999999969,"GPS",25,21165756.0593975,1.28,111226797.612739,0.008,2458.772,0.512,45,0
"12564",126806.999999969,"GPS",29,23727951.8593566,20.48,124691228.602496,0.06,4082.989,8.192,28,1
"12565",126807.199999969,"GPS",12,19828892.535669,0.32,104201534.873243,0.004,139.593,0.128,50,0
"12566",126807.199999969,"Glonass",20,19718149.9609243,5.12,105441824.577541,0.02,2084.653,2.048,43,0
"12567",126807.199999969,"Glonass",2,22655167.7768237,10.24,120892315.779937,0.06,1126.078,4.096,31,1
"12568",126807.199999969,"GPS",19,22724968.3336785,10.24,119420514.051604,0.06,-2865.548,4.096,38,0
"12569",126807.199999969,"GPS",32,22215487.662662,2.56,116743169.936778,0.008,522.6348,0.512,48,0
"12570",126807.199999969,"Glonass",1,22755544.6013018,10.24,121641447.691928,0.06,-2471.875,4.096,45,0
"12571",126807.199999969,"Glonass",10,19091736.2824455,0.64,101769731.334185,0.004,-2.49585,0.256,45,0
"12572",126807.199999969,"Glonass",21,22536203.4049643,10.24,120595819.195399,0.028,4770.166,4.096,34,1
"12573",126807.199999969,"GPS",3,25484184.4340977,81.92,133920292.358384,0.06,1364,32.768,20,1
"12574",126807.199999969,"Glonass",19,20860595.4071625,2.56,111590157.721427,0.012,-2365.381,1.024,46,0
"12575",126807.199999969,"GPS",14,22599964.3881839,2.56,118763614.344118,0.06,1493.711,1.024,33,1
"12576",126807.199999969,"Glonass",11,20925012.7420345,10.24,111816923.66504,0.06,3338.999,4.096,31,0
"12577",126807.199999969,"GPS",6,22811263.1199069,2.56,119873996.401232,0.016,1011.285,1.024,43,0
"12578",126807.199999969,"Glonass",9,21735124.2068382,10.24,115901223.38755,0.06,-3000.439,4.096,44,0
"12579",126807.199999969,"GPS",24,21336271.4684358,5.12,112122837.995656,0.028,-2280.624,2.048,45,0
"12580",126807.199999969,"GPS",2,23388658.1755555,2.56,122908235.053384,0.012,2806.586,1.024,49,0
"12581",126807.199999969,"GPS",25,21165662.6701947,1.28,111226305.95024,0.008,2457.987,0.512,45,0
"12582",126807.199999969,"GPS",29,23727796.65712,20.48,124690412.809335,0.028,4082.41,4.096,28,1
"12583",126807.399999969,"GPS",12,19828887.2962411,0.32,104201506.889641,0.004,139.7537,0.128,51,0
"12584",126807.399999969,"Glonass",20,19718073.9434133,10.24,105441418.691571,0.06,2079.248,4.096,40,0
"12585",126807.399999969,"Glonass",2,22655124.1730921,10.24,120892083.527378,0.028,1126.898,4.096,31,1
"12586",126807.399999969,"GPS",19,22725080.4731403,10.24,119421103.478356,0.028,-2868.293,4.096,36,0
"12587",126807.399999969,"GPS",32,22215467.7170631,2.56,116743065.654769,0.008,520.9365,0.512,49,0
"12588",126807.399999969,"Glonass",1,22755638.4267601,10.24,121641949.209256,0.028,-2474.929,2.048,42,0
"12589",126807.399999969,"Glonass",10,19091736.3740592,0.64,101769731.643304,0.004,-0.982666,0.256,42,0
"12590",126807.399999969,"Glonass",21,22536023.8378612,10.24,120594857.647871,0.06,4770.068,4.096,33,1
"12591",126807.399999969,"GPS",3,25484134.9889057,81.92,133920032.558743,0.06,1364,32.768,20,1
"12592",126807.399999969,"Glonass",19,20860682.9854428,2.56,111590630.419044,0.012,-2363.525,0.512,45,0
"12593",126807.399999969,"GPS",14,22599905.8994166,5.12,118763306.549751,0.06,1495.978,2.048,36,1
"12594",126807.399999969,"Glonass",11,20924884.2168183,10.24,111816236.783741,0.028,3339.905,4.096,34,0
"12595",126807.399999969,"GPS",6,22811224.5767385,2.56,119873794.058103,0.012,1011.509,1.024,44,0
"12596",126807.399999969,"Glonass",9,21735231.0327087,10.24,115901793.317579,0.06,-2990.625,4.096,39,0
"12597",126807.399999969,"GPS",24,21336349.6846743,5.12,112123294.050513,0.024,-2280.203,2.048,44,0
"12598",126807.399999969,"GPS",2,23388552.1393074,2.56,122907673.720426,0.012,2807.022,1.024,48,0
"12599",126807.399999969,"GPS",25,21165568.6266088,1.28,111225814.045349,0.008,2459.773,0.512,45,0
"12600",126807.399999969,"GPS",29,23727638.6933865,20.48,124689596.255855,0.028,4083.508,4.096,28,1
"12601",126807.599999969,"GPS",12,19828881.9782872,0.32,104201478.925197,0.004,139.802,0.128,51,0
"12602",126807.599999969,"Glonass",20,19717995.4566964,5.12,105440998.5377,0.024,2084.947,2.048,42,0
"12603",126807.599999969,"Glonass",2,22655080.4908346,20.48,120891849.69553,0.06,1130.481,8.192,25,1
"12604",126807.599999969,"GPS",19,22725185.5976145,10.24,119421655.497297,0.06,-2870.459,4.096,36,0
"12605",126807.599999969,"GPS",32,22215444.9707043,2.56,116742950.525352,0.06,521.1426,0.512,35,0
"12606",126807.599999969,"Glonass",1,22755728.1775925,5.12,121642444.225684,0.02,-2474.359,2.048,41,0
"12607",126807.599999969,"Glonass",10,19091736.5878243,0.64,101769732.089645,0.004,-1.936767,0.256,44,0
"12608",126807.599999969,"Glonass",21,22535840.6847384,10.24,120593877.967618,0.028,4768.831,4.096,33,1
"12609",126807.599999969,"GPS",3,25484083.5194885,81.92,133919762.759102,0.06,1364,32.768,19,1
"12610",126807.599999969,"Glonass",19,20860770.7469504,2.56,111591103.315261,0.012,-2364.16,0.512,46,0
"12611",126807.599999969,"GPS",14,22599849.0335196,5.12,118763008.23346,0.032,1494.694,2.048,28,1
"12612",126807.599999969,"Glonass",11,20924761.1273449,10.24,111815568.395904,0.028,3342.811,4.096,30,0
"12613",126807.599999969,"GPS",6,22811186.3127735,2.56,119873591.761592,0.016,1010.466,1.024,44,0
"12614",126807.599999969,"Glonass",9,21735345.1702203,10.24,115902402.189323,0.06,-3003.662,4.096,45,0
"12615",126807.599999969,"GPS",24,21336435.8887499,5.12,112123750.106877,0.02,-2280.309,1.024,46,0
"12616",126807.599999969,"GPS",2,23388448.2494361,2.56,122907112.405262,0.012,2807.42,1.024,46,0
"12617",126807.599999969,"GPS",25,21165475.2810315,1.28,111225322.347451,0.008,2458.276,0.512,45,0
"12618",126807.599999969,"GPS",29,23727480.5987763,20.48,124688751.738084,0.06,4084.181,4.096,28,1
"12619",126807.799999969,"GPS",12,19828876.546907,0.32,104201450.955929,0.004,140.0122,0.128,51,0
"12620",126807.799999969,"Glonass",20,19717914.3524469,5.12,105440564.92402,0.06,2083.186,2.048,41,0
"12621",126807.799999969,"Glonass",2,22655041.8255146,10.24,120891643.852454,0.028,1139.886,4.096,26,1
"12622",126807.799999969,"GPS",19,22725295.0410176,10.24,119422230.642973,0.024,-2868.995,4.096,38,0
"12623",126807.799999969,"GPS",32,22215427.6164628,2.56,116742860.028706,0.06,522.4121,1.024,47,0
"12624",126807.799999969,"Glonass",1,22755823.8876742,5.12,121642939.316525,0.02,-2476.272,2.048,37,0
"12625",126807.799999969,"Glonass",10,19091736.6358124,0.64,101769732.543687,0.004,-2.473633,0.256,44,0
"12626",126807.799999969,"Glonass",21,22535667.7050925,10.24,120592951.878117,0.06,4770.913,4.096,28,1
"12627",126807.799999969,"GPS",3,25484030.741305,81.92,133919484.959462,0.06,1364,32.768,19,1
"12628",126807.799999969,"Glonass",19,20860856.7896115,1.28,111591576.152133,0.008,-2364.301,0.512,44,0
"12629",126807.799999969,"GPS",14,22599785.5976155,5.12,118762709.599442,0.036,1494.458,2.048,28,1
"12630",126807.799999969,"Glonass",11,20924639.0499841,10.24,111814926.811227,0.06,3337.788,4.096,30,1
"12631",126807.799999969,"GPS",6,22811147.7914178,2.56,119873389.580266,0.016,1009.186,1.024,43,0
"12632",126807.799999969,"Glonass",9,21735455.5210348,10.24,115902991.048592,0.06,-2995.068,4.096,39,0
"12633",126807.799999969,"GPS",24,21336522.0055745,5.12,112124206.105396,0.02,-2279.575,1.024,47,0
"12634",126807.799999969,"GPS",2,23388340.3852777,2.56,122906551.182115,0.012,2805.867,1.024,49,0
"12635",126807.799999969,"GPS",25,21165381.3421469,1.28,111224830.37862,0.008,2460.419,0.512,45,0
"12636",126807.799999969,"GPS",29,23727323.5948048,10.24,124687926.474698,0.028,4092.56,4.096,33,1
"12637",126807.999999969,"GPS",12,19828871.0893514,0.32,104201423.089397,0.004,139.0454,0.128,51,0
"12638",126807.999999969,"Glonass",20,19717837.4973255,5.12,105440153.785372,0.024,2086.12,2.048,42,0
"12639",126807.999999969,"Glonass",2,22654998.7540147,10.24,120891416.912062,0.032,1129.235,4.096,31,1
"12640",126807.999999969,"GPS",19,22725406.8751005,5.12,119422804.057453,0.028,-2868.209,2.048,37,0
"12641",126807.999999969,"GPS",32,22215407.7755652,2.56,116742755.625612,0.02,519.0725,1.024,44,0
"12642",126807.999999969,"Glonass",1,22755912.547868,5.12,121643434.147132,0.016,-2474.049,2.048,46,0
"12643",126807.999999969,"Glonass",10,19091736.6925257,0.64,101769733.026017,0.004,-4.290527,0.256,45,0
"12644",126807.999999969,"Glonass",21,22535484.3251168,10.24,120591970.686905,0.028,4769.941,4.096,29,1
"12645",126807.999999969,"GPS",3,25483976.9902718,81.92,133919202.159821,0.06,1364,32.768,20,1
"12646",126807.999999969,"Glonass",19,20860944.9786494,1.28,111592049.210834,0.008,-2366.26,0.512,45,0
"12647",126807.999999969,"GPS",14,22599727.3138883,5.12,118762410.617864,0.032,1492.793,2.048,29,1
"12648",126807.999999969,"Glonass",11,20924509.5039302,10.24,111814234.070645,0.028,3341.089,4.096,34,1
"12649",126807.999999969,"GPS",6,22811109.4358393,2.56,119873187.350602,0.02,1010.682,1.024,42,0
"12650",126807.999999969,"Glonass",9,21735559.1971409,5.12,115903543.52856,0.028,-3000.439,2.048,42,0
"12651",126807.999999969,"GPS",24,21336616.6075674,5.12,112124662.29716,0.016,-2282.102,1.024,49,1
"12652",126807.999999969,"GPS",2,23388232.1677523,2.56,122905990.052915,0.012,2805.255,1.024,48,0
"12653",126807.999999969,"GPS",25,21165287.904956,1.28,111224338.664572,0.008,2458.407,0.512,46,0
"12654",126808.199999969,"GPS",12,19828865.7670349,0.32,104201395.187594,0.004,139.4048,0.128,51,0
"12655",126808.199999969,"Glonass",20,19717765.5457152,5.12,105439737.605553,0.024,2080.032,2.048,47,0
"12656",126808.199999969,"Glonass",2,22654957.6194889,10.24,120891192.469425,0.06,1113.776,4.096,34,1
"12657",126808.199999969,"GPS",19,22725519.23269,5.12,119423377.779041,0.028,-2868.469,2.048,39,0
"12658",126808.199999969,"GPS",32,22215384.797991,2.56,116742651.468603,0.016,520.1941,1.024,43,0
"12659",126808.199999969,"Glonass",1,22756005.9719712,5.12,121643929.131396,0.016,-2476.398,1.024,38,0
"12660",126808.199999969,"Glonass",10,19091736.923741,0.64,101769733.519315,0.004,-1.606934,0.256,42,0
"12661",126808.199999969,"Glonass",21,22535300.6223121,10.24,120591016.174324,0.028,4774.158,4.096,33,1
"12662",126808.199999969,"GPS",3,25483924.0332235,81.92,133918924.36018,0.06,1364,32.768,21,1
"12663",126808.199999969,"Glonass",19,20861032.9233843,1.28,111592522.292671,0.008,-2365.552,0.512,45,0
"12664",126808.199999969,"GPS",14,22599675.081024,5.12,118762111.630191,0.032,1494.775,2.048,29,1
"12665",126808.199999969,"Glonass",11,20924386.7198356,5.12,111813565.103105,0.028,3348.527,2.048,29,1
"12666",126808.199999969,"GPS",6,22811071.1107985,2.56,119872985.349362,0.02,1009.75,1.024,41,0
"12667",126808.199999969,"Glonass",9,21735670.6734944,10.24,115904137.994105,0.06,-2996.875,4.096,42,0
"12668",126808.199999969,"GPS",24,21336701.2149481,5.12,112125118.321818,0.016,-2280.217,1.024,48,1
"12669",126808.199999969,"GPS",2,23388125.909014,2.56,122905428.808972,0.016,2807.167,1.024,48,0
"12670",126808.199999969,"GPS",25,21165194.3456136,0.64,111223846.729397,0.008,2459.888,0.256,47,0
"12671",126808.399999969,"GPS",12,19828860.5232445,0.32,104201367.292205,0.004,139.6697,0.128,51,0
"12672",126808.399999969,"Glonass",20,19717693.3847023,5.12,105439321.583875,0.024,2083.882,2.048,40,0
"12673",126808.399999969,"GPS",19,22725624.1739369,5.12,119423951.51971,0.024,-2870.357,2.048,42,0
"12674",126808.399999969,"GPS",32,22215365.5809387,2.56,116742547.14151,0.016,522.5264,1.024,47,0
"12675",126808.399999969,"Glonass",1,22756093.3844744,5.12,121644424.066498,0.016,-2474.135,1.024,42,0
"12676",126808.399999969,"Glonass",10,19091736.9019283,0.64,101769734.064682,0.004,-2.941162,0.256,44,0
"12677",126808.399999969,"Glonass",21,22535122.6955295,10.24,120590061.047343,0.028,4770.945,4.096,33,1
"12678",126808.399999969,"GPS",3,25483873.7329709,81.92,133918659.560539,0.06,1364,32.768,22,1
"12679",126808.399999969,"Glonass",19,20861122.1245348,1.28,111592995.332268,0.008,-2366.199,0.512,46,0
"12680",126808.399999969,"GPS",14,22599622.5733188,5.12,118761812.498365,0.032,1490.963,2.048,36,1
"12681",126808.399999969,"Glonass",11,20924266.4398473,10.24,111812935.621768,0.06,3338.097,4.096,34,1
"12682",126808.399999969,"GPS",6,22811032.7988455,5.12,119872785.729301,0.06,1010.693,2.048,40,0
"12683",126808.399999969,"Glonass",9,21735780.474627,10.24,115904723.817031,0.028,-2996.623,4.096,42,0
"12684",126808.399999969,"GPS",24,21336796.5149497,5.12,112125574.921516,0.02,-2287.41,1.024,44,1
"12685",126808.399999969,"GPS",2,23388018.2498956,5.12,122904865.143735,0.06,2804.248,2.048,47,0
"12686",126808.399999969,"GPS",25,21165101.3185028,0.64,111223354.90786,0.004,2458.909,0.256,49,0
"12687",126808.599999969,"GPS",12,19828855.2838166,0.32,104201339.41006,0.004,139.158,0.128,50,0
"12688",126808.599999969,"Glonass",20,19717606.7051082,5.12,105438904.738579,0.024,2085.67,2.048,41,0
"12689",126808.599999969,"Glonass",2,22654872.2530237,20.48,120890738.999449,0.06,1128.341,8.192,34,1
"12690",126808.599999969,"GPS",19,22725727.60574,5.12,119424525.218282,0.024,-2868.703,2.048,42,0
"12691",126808.599999969,"GPS",32,22215342.6426275,2.56,116742443.053577,0.012,518.7041,0.512,42,0
"12692",126808.599999969,"Glonass",1,22756185.9011663,2.56,121644918.970259,0.012,-2474.127,1.024,44,0
"12693",126808.599999969,"Glonass",10,19091737.0371675,0.64,101769734.571411,0.004,-3.04126,0.256,44,0
"12694",126808.599999969,"Glonass",21,22534941.418305,10.24,120589106.633762,0.028,4773.109,2.048,29,1
"12695",126808.599999969,"GPS",3,25483823.7860851,81.92,133918397.760898,0.06,1364,32.768,23,1
"12696",126808.599999969,"Glonass",19,20861210.976681,1.28,111593468.385492,0.008,-2364.795,0.256,44,0
"12697",126808.599999969,"GPS",14,22599562.2740914,5.12,118761513.59139,0.028,1495.334,2.048,33,1
"12698",126808.599999969,"Glonass",11,20924142.0677829,10.24,111812271.114808,0.028,3335.555,4.096,28,1
"12699",126808.599999969,"GPS",6,22810994.4214541,5.12,119872583.762712,0.024,1009.76,2.048,44,0
"12700",126808.599999969,"Glonass",9,21735895.9907059,10.24,115905323.722502,0.028,-3004.096,4.096,45,0
"12701",126808.599999969,"GPS",24,21336880.8867525,5.12,112126065.487533,0.06,-2280.322,2.048,46,1
"12702",126808.599999969,"GPS",2,23387911.3542243,5.12,122904303.068307,0.024,2806.098,1.024,48,0
"12703",126808.599999969,"GPS",25,21165007.3447177,0.64,111222862.961619,0.004,2459.873,0.256,46,0
"12704",126808.799999969,"GPS",12,19828850.0487513,0.32,104201311.554936,0.004,139.2329,0.128,51,0
"12705",126808.799999969,"Glonass",20,19717527.1888285,5.12,105438487.931685,0.06,2084.446,1.024,41,0
"12706",126808.799999969,"Glonass",2,22654820.6483673,10.24,120890462.94701,0.028,1125.977,4.096,31,1
"12707",126808.799999969,"GPS",19,22725836.5998,5.12,119425098.994059,0.02,-2868.407,2.048,44,0
"12708",126808.799999969,"GPS",32,22215327.0857584,2.56,116742338.774272,0.012,521.8154,0.512,47,0
"12709",126808.799999969,"Glonass",1,22756279.9098518,5.12,121645413.566105,0.02,-2467.419,1.024,38,0
"12710",126808.799999969,"Glonass",10,19091737.198582,0.64,101769735.155902,0.004,-1.651123,0.256,42,0
"12711",126808.799999969,"Glonass",21,22534759.4692472,5.12,120588151.211695,0.028,4779.083,2.048,28,1
"12712",126808.799999969,"GPS",3,25483770.0045141,81.92,133918114.961257,0.06,1364,32.768,23,1
"12713",126808.799999969,"Glonass",19,20861299.2878704,1.28,111593941.621009,0.008,-2364.716,0.512,39,0
"12714",126808.799999969,"GPS",14,22599510.5298333,5.12,118761215.063402,0.024,1490.975,1.024,32,1
"12715",126808.799999969,"Glonass",11,20924023.7334939,10.24,111811637.930168,0.06,3342.263,4.096,20,1
"12716",126808.799999969,"GPS",6,22810956.0484253,2.56,119872381.707763,0.02,1010.12,1.024,44,0
"12717",126808.799999969,"Glonass",9,21736009.3516828,10.24,115905943.737383,0.06,-2995.348,4.096,43,0
"12718",126808.799999969,"GPS",24,21336966.2488551,5.12,112126513.730513,0.024,-2283.257,2.048,47,1
"12719",126808.799999969,"GPS",2,23387804.0092099,5.12,122903741.898386,0.02,2806.108,1.024,48,0
"12720",126808.799999969,"GPS",25,21164913.96424,0.64,111222371.191154,0.004,2457.938,0.256,48,0
"12721",126808.999999969,"GPS",12,19828844.6435464,0.32,104201283.708912,0.004,139.4504,0.128,51,0
"12722",126808.999999969,"Glonass",20,19717457.6017227,5.12,105438122.406838,0.06,2077.1,2.048,44,0
"12723",126808.999999969,"Glonass",2,22654771.5129167,10.24,120890201.717803,0.06,1124.072,4.096,30,1
"12724",126808.999999969,"GPS",19,22725949.079541,5.12,119425672.770937,0.016,-2869.304,1.024,43,0
"12725",126808.999999969,"GPS",32,22215307.9777699,2.56,116742234.820832,0.012,520.7021,1.024,44,0
"12726",126808.999999969,"Glonass",1,22756374.5554703,5.12,121645884.790691,0.06,-2473.535,2.048,40,0
"12727",126808.999999969,"Glonass",10,19091737.1244185,0.64,101769735.811807,0.004,-4.326904,0.256,44,0
"12728",126808.999999969,"Glonass",21,22534579.492064,10.24,120587128.690262,0.06,4768.043,4.096,28,1
"12729",126808.999999969,"GPS",3,25483719.4468707,81.92,133917849.161616,0.06,1364,32.768,23,1
"12730",126808.999999969,"Glonass",19,20861387.5030836,1.28,111594414.872571,0.008,-2366.883,0.512,44,0
"12731",126808.999999969,"GPS",14,22599457.1539798,5.12,118760916.417036,0.024,1493.841,1.024,35,1
"12732",126808.999999969,"Glonass",11,20923896.8922237,10.24,111810960.60787,0.028,3338.586,4.096,28,1
"12733",126808.999999969,"GPS",6,22810917.5576075,2.56,119872179.830848,0.016,1009.36,1.024,43,0
"12734",126808.999999969,"Glonass",9,21736128.7766105,10.24,115906580.33249,0.06,-3009.776,4.096,41,0
"12735",126808.999999969,"GPS",24,21337050.5115941,5.12,112126969.652866,0.024,-2278.909,2.048,47,1
"12736",126808.999999969,"GPS",2,23387697.9816869,2.56,122903180.725654,0.02,2805.527,1.024,49,0
"12737",126808.999999969,"GPS",25,21164820.156232,0.64,111221879.209599,0.004,2459.379,0.256,48,0
"12738",126809.199999969,"GPS",12,19828839.1772657,0.32,104201255.931661,0.004,138.4548,0.128,51,0
"12739",126809.199999969,"Glonass",20,19717383.5560863,5.12,105437726.10149,0.06,2080.957,2.048,45,0
